feature_group_id,feature_group,requirement_id,requirement,scope_bucket,priority,delivery_contract,platform_scope,role_scope,dependency_boundary,feature_flag,decision_id,source_file,source_section,notes
FG-OOS,Explicit MVP exclusions,PRD-OUT-002,Offline mutation/work mode is outside MVP; a static/cached non-mutating shell may exist only as a presentation/runtime fallback.,OUT_MVP,OUT_OF_SCOPE_MVP,DO_NOT_IMPLEMENT_IN_MVP,Not delivered in MVP,N/A,No MVP dependency,ff.offlineMutation,OD-007,TZ_AI_Tamagotchi_v1.0 (1).docx,§3.2,
FG-OOS,Explicit MVP exclusions,PRD-OUT-003,Push/email/Telegram/Teams notifications are outside MVP.,OUT_MVP,OUT_OF_SCOPE_MVP,DO_NOT_IMPLEMENT_IN_MVP,Not delivered in MVP,N/A,No MVP dependency,ff.externalNotificationChannels,,TZ_AI_Tamagotchi_v1.0 (1).docx,§3.2,
FG-OOS,Explicit MVP exclusions,PRD-OUT-004,Task file attachments are outside MVP.,OUT_MVP,OUT_OF_SCOPE_MVP,DO_NOT_IMPLEMENT_IN_MVP,Not delivered in MVP,N/A,No MVP dependency,ff.taskAttachments,,TZ_AI_Tamagotchi_v1.0 (1).docx,§3.2,
FG-OOS,Explicit MVP exclusions,PRD-OUT-005,The application does not open or analyze task URLs automatically in MVP.,OUT_MVP,OUT_OF_SCOPE_MVP,DO_NOT_IMPLEMENT_IN_MVP,Not delivered in MVP,N/A,No MVP dependency,ff.taskUrlFetch,,TZ_AI_Tamagotchi_v1.0 (1).docx,§3.2; §6.1,
FG-OOS,Explicit MVP exclusions,PRD-OUT-006,Social likes/comments/follows/reactions are outside MVP.,OUT_MVP,OUT_OF_SCOPE_MVP,DO_NOT_IMPLEMENT_IN_MVP,Not delivered in MVP,N/A,No MVP dependency,ff.socialFeatures,,TZ_AI_Tamagotchi_v1.0 (1).docx,§3.2,
FG-OOS,Explicit MVP exclusions,PRD-OUT-007,Internal currency and cosmetics shop are outside MVP.,OUT_MVP,OUT_OF_SCOPE_MVP,DO_NOT_IMPLEMENT_IN_MVP,Not delivered in MVP,N/A,No MVP dependency,ff.currencyShop,,TZ_AI_Tamagotchi_v1.0 (1).docx,§3.2,
FG-OOS,Explicit MVP exclusions,PRD-OUT-008,Sound is not an MVP dependency.,OUT_MVP,OUT_OF_SCOPE_MVP,DO_NOT_IMPLEMENT_IN_MVP,Not delivered in MVP,N/A,No MVP dependency,ff.sound,OD-008,TZ_AI_Tamagotchi_v1.0 (1).docx,§3.2,
FG-OOS,Explicit MVP exclusions,PRD-OUT-009,Retrospective/backdated task dates are outside MVP.,OUT_MVP,OUT_OF_SCOPE_MVP,DO_NOT_IMPLEMENT_IN_MVP,Not delivered in MVP,N/A,No MVP dependency,ff.backdatedTasks,,TZ_AI_Tamagotchi_v1.0 (1).docx,§3.2; §9,
FG-OOS,Explicit MVP exclusions,PRD-OUT-010,Taxonomy change does not automatically reclassify historical task versions.,OUT_MVP,OUT_OF_SCOPE_MVP,DO_NOT_IMPLEMENT_IN_MVP,Not delivered in MVP,N/A,No MVP dependency,ff.historicalAutoReclassification,,TZ_AI_Tamagotchi_v1.0 (1).docx,§3.2; §18,
FG-OOS,Explicit MVP exclusions,PRD-OUT-011,Streak Shield is excluded.,OUT_MVP,OUT_OF_SCOPE_MVP,DO_NOT_IMPLEMENT_IN_MVP,Not delivered in MVP,N/A,No MVP dependency,ff.streakShield,,TZ_AI_Tamagotchi_v1.0 (1).docx,§10,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-001,"Employee can create, edit and soft-delete own AI tasks and access public product sections.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-002,"Employee can view Personal Dashboard, ratings and company analytics and manage own privacy/vacation.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-003,Director has read access to employees/tasks in own directorate and can export own directorate.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4; §17.1; §22,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-004,Director must not access technical scoring trace or change scoring.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4; §17.1,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-005,Executive/CEO can view whole-company analytics and drill down company → directorate → employee → task.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4; §17.2,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-006,Executive/CEO does not manage system settings.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4; §17.2,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-007,"Admin has company-wide system-management scope for org structure, roles, calendar, taxonomy, tools, profiles, technical scoring trace, audit logs and export.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4; §17.3; §21,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-008,Admin cannot manually change task Complexity or Score.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4; §17.3,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-009,"Peers never see another employee's raw input, clarification log or task links regardless of peer privacy level.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4.1; §14,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-010,"Director may access raw input, clarifications, links and normalized task data only inside own directorate.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4.1; §17.1,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-011,Executive and Admin may access raw task data according to whole-company authorized scope.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4.1,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-012,Technical scoring trace is Admin-only.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4.1,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-013,"Corporate export is unavailable to Employee, directorate-scoped for Director, company-scoped for Executive/Admin.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§4.1; §22,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-RBAC-014,"Privacy/access rules must be enforced by backend authorization for each object request/export, not only by UI hiding.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee / Director / Executive / Admin,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,Appendix C,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-AUTH-001,There is no employee self-registration flow.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-AUTH-002,"MVP login verifies personnel number + phone against the corporate personnel source, without SMS/password in Product v1.0.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-AUTH-003,"On successful personnel verification, employee name and directorate are populated from personnel data.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-AUTH-004,Application role/status is controlled by the application and assigned only by Admin.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-AUTH-005,First successful login requires onboarding in 4–5 screens/steps.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-AUTH-006,"When Monthly Goal setup is required, it gates entry to the main interface.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1; §12,
FG-AUTH,"Authentication, RBAC & personnel access",PRD-AUTH-007,Personnel-number + phone is explicitly recognized by Product v1.0 as weaker than production-grade SSO/2FA.,MVP_IN_WITH_RECORDED_SECURITY_LIMITATION,P0_RISK_WITH_FUTURE_HARDENING,IMPLEMENT_CURRENT_MVP_RULE; KEEP HARDENING BOUNDARY REPLACEABLE,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Production SSO/2FA target not frozen; current MVP login remains,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§5.1 Security note,Production auth hardening is not specified by a current external corporate contract.
FG-AICASE,AI-case registration & processing,PRD-TASK-001,"The user-facing AI task is an already completed AI-assisted work use case, not a future to-do item.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,OD-001,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,§4 Previously approved product/UI decisions,
FG-AICASE,AI-case registration & processing,PRD-TASK-002,Employee may register an unlimited number of AI tasks.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.1,
FG-AICASE,AI-case registration & processing,PRD-TASK-003,Task input supports text.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.1,
FG-AICASE,AI-case registration & processing,PRD-TASK-004,Voice flow is record → STT → transcript preview → user correction → submit.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,ff.voiceStt,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.1,
FG-AICASE,AI-case registration & processing,PRD-TASK-005,Source audio is not retained after recognition.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,ff.voiceStt,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.1,
FG-AICASE,AI-case registration & processing,PRD-TASK-006,A task may contain one or more URLs; URLs are stored but not opened/analyzed.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.1,
FG-AICASE,AI-case registration & processing,PRD-TASK-007,"Ingestion persists raw input, channel, timestamp and user/context.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2,
FG-AICASE,AI-case registration & processing,PRD-TASK-008,"Processing extracts asserted facts, AI tools, workflow evidence, result and evidence signals.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2,
FG-AICASE,AI-case registration & processing,PRD-TASK-009,Processing performs plausibility assessment before final scoring.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2,
FG-AICASE,AI-case registration & processing,PRD-TASK-010,Clarifications are asked only when needed and share a maximum of three per task version.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2; §8,
FG-AICASE,AI-case registration & processing,PRD-TASK-011,System generates a concise normalized description that the employee does not directly edit.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§2; §6.2,
FG-AICASE,AI-case registration & processing,PRD-TASK-012,System assigns category/subcategory/tags and maps mentioned AI tools.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2,
FG-AICASE,AI-case registration & processing,PRD-TASK-013,System assigns Complexity C1–C5; numerical points come from fixed backend mapping.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2; §7,
FG-AICASE,AI-case registration & processing,PRD-TASK-014,Accepted task is matched to active Monthly Goals and triggers game/progress updates.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.2,
FG-AICASE,AI-case registration & processing,PRD-TASK-015,"Post-task result shows points, C-level, normalized description, goal contribution, Evolution XP impact and mascot reaction.",MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.3,
FG-AICASE,AI-case registration & processing,PRD-TASK-016,Category/subcategory/tool detail is available through a details action instead of overloading the compact result card.,MVP_IN,P0,REQUIRED_FOR_MVP,Mobile PWA primary; responsive web/desktop as applicable,Employee; authorized management where applicable,Source-defined / no new external contract at Stage 2,NO_RUNTIME_FLAG,,TZ_AI_Tamagotchi_v1.0 (1).docx,§6.3,
