requirement_id,domain,release_priority,game_rule_id,spec_file,config_key_or_boundary,db_ref,api_ref,stage7_status,notes
PRD-TAX-003,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,taxonomy_versions;categories;subcategories;task_versions,listTaxonomyVersions;getTaxonomyVersion;createTaxonomyVersion;activateTaxonomyVersion;createTaxonomyCategory;updateTaxonomyCategory;createTaxonomySubcategory;updateTaxonomySubcategory,MAPPED,
PRD-TAX-004,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,taxonomy_versions;categories;subcategories;task_versions,listTaxonomyVersions;getTaxonomyVersion;createTaxonomyVersion;activateTaxonomyVersion;createTaxonomyCategory;updateTaxonomyCategory;createTaxonomySubcategory;updateTaxonomySubcategory,MAPPED,
PRD-TAX-005,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,taxonomy_versions;categories;subcategories;task_versions,listTaxonomyVersions;getTaxonomyVersion;createTaxonomyVersion;activateTaxonomyVersion;createTaxonomyCategory;updateTaxonomyCategory;createTaxonomySubcategory;updateTaxonomySubcategory,MAPPED,
PRD-TOOL-001,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,ai_tools;ai_tool_aliases;task_tools;tool_capabilities,listAdminTools;createAdminTool;updateAdminTool;listUnrecognizedTools;getTask,MAPPED,
PRD-TOOL-002,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,ai_tools;ai_tool_aliases;task_tools;tool_capabilities,listAdminTools;createAdminTool;updateAdminTool;listUnrecognizedTools;getTask,MAPPED,
PRD-TOOL-003,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,ai_tools;ai_tool_aliases;task_tools;tool_capabilities,listAdminTools;createAdminTool;updateAdminTool;listUnrecognizedTools;getTask,MAPPED,
PRD-TOOL-004,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,ai_tools;ai_tool_aliases;task_tools;tool_capabilities,listAdminTools;createAdminTool;updateAdminTool;listUnrecognizedTools;getTask,MAPPED,
PRD-NOTIF-001,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,notifications;outbox_events;processed_messages,listNotifications;markNotificationRead;getHome,MAPPED,
PRD-NOTIF-002,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,notifications;outbox_events;processed_messages,listNotifications;markNotificationRead;getHome,MAPPED,
PRD-ADMIN-002,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,employees;directorates;employee_directorate_history;corporate_calendar;taxonomy_versions;ai_tools;audit_log,listAdminEmployees;updateAdminEmployee;listAdminDirectorates;updateDirectorate;getCorporateCalendar;listTaxonomyVersions;listAdminTools;listAuditLog,MAPPED,
PRD-ADMIN-003,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,employees;directorates;employee_directorate_history;corporate_calendar;taxonomy_versions;ai_tools;audit_log,listAdminEmployees;updateAdminEmployee;listAdminDirectorates;updateDirectorate;getCorporateCalendar;listTaxonomyVersions;listAdminTools;listAuditLog,MAPPED,
PRD-CAL-001,"Taxonomy, tools & operations",P0,GE-CALENDAR,GAME_RULES_FINAL.md,calendar.*,corporate_calendar;daily_activity,getCorporateCalendar;setCorporateCalendarDay,MAPPED,
PRD-EXP-001,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,export_requests;audit_log,createExport;getExportStatus;downloadExport,MAPPED,
PRD-EXP-002,"Taxonomy, tools & operations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,export_requests;audit_log,createExport;getExportStatus;downloadExport,MAPPED,
PRD-DATA-001,"Data, audit & integrations",P0,GE-CORE,GAME_RULES_FINAL.md,business-rule boundary,employees;tasks;task_versions;task_tools;task_links;scores_ledger;pet_state;daily_activity,API_POLICY:API_CONVENTIONS.md#data-contract,MAPPED,
PRD-DATA-002,"Data, audit & integrations",P0,GE-CORE,GAME_RULES_FINAL.md,business-rule boundary,employees;tasks;task_versions;task_tools;task_links;scores_ledger;pet_state;daily_activity,API_POLICY:API_CONVENTIONS.md#data-contract,MAPPED,
PRD-DATA-003,"Data, audit & integrations",P0,GE-CORE,GAME_RULES_FINAL.md,business-rule boundary,employees;tasks;task_versions;task_tools;task_links;scores_ledger;pet_state;daily_activity,API_POLICY:API_CONVENTIONS.md#data-contract,MAPPED,
PRD-DATA-004,"Data, audit & integrations",P0,GE-CORE,GAME_RULES_FINAL.md,business-rule boundary,employees;tasks;task_versions;task_tools;task_links;scores_ledger;pet_state;daily_activity,API_POLICY:API_CONVENTIONS.md#data-contract,MAPPED,
PRD-DATA-005,"Data, audit & integrations",P0,GE-LEDGER,SCORE_LEDGER_SPEC.md;XP_LEDGER_SPEC.md,scoring/evolution,employees;tasks;task_versions;task_tools;task_links;scores_ledger;pet_state;daily_activity,API_POLICY:API_CONVENTIONS.md#data-contract,MAPPED,
PRD-DATA-006,"Data, audit & integrations",P0,GE-PROGRESSION,HP_STATE_MACHINE.md;STREAK_RULES.md;EVOLUTION_ENGINE.md,hp/streak/evolution,employees;tasks;task_versions;task_tools;task_links;scores_ledger;pet_state;daily_activity,API_POLICY:API_CONVENTIONS.md#data-contract,MAPPED,
PRD-DATA-007,"Data, audit & integrations",P0,GE-PROGRESSION,HP_STATE_MACHINE.md;STREAK_RULES.md;EVOLUTION_ENGINE.md,hp/streak/evolution,employees;tasks;task_versions;task_tools;task_links;scores_ledger;pet_state;daily_activity,API_POLICY:API_CONVENTIONS.md#data-contract,MAPPED,
PRD-AUDIT-001,"Data, audit & integrations",P0,GE-RECALC,GAME_RULES_FINAL.md,recalculation.*,task_versions;scores_ledger;goal_task_matches;daily_activity;audit_log;api_idempotency_records,listTaskVersions;getTaskVersion;listAuditLog;getTaskScoringTrace,MAPPED,
PRD-AUDIT-002,"Data, audit & integrations",P0,GE-RECALC,GAME_RULES_FINAL.md,recalculation.*,task_versions;scores_ledger;goal_task_matches;daily_activity;audit_log;api_idempotency_records,listTaskVersions;getTaskVersion;listAuditLog;getTaskScoringTrace,MAPPED,
PRD-AUDIT-003,"Data, audit & integrations",P0,GE-GOAL-RULE,GOALS_ENGINE.md,goals.rule_execution,task_versions;scores_ledger;goal_task_matches;daily_activity;audit_log;api_idempotency_records,listTaskVersions;getTaskVersion;listAuditLog;getTaskScoringTrace,MAPPED,
PRD-EXT-001,"Data, audit & integrations",P0_EXTERNAL_INTEGRATION,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,personnel_provider_links;stt_runs;ai_processing_runs;provider_call_attempts,verifyPersonnelIdentity,MAPPED,
PRD-EXT-002,"Data, audit & integrations",P0_EXTERNAL_INTEGRATION,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,personnel_provider_links;stt_runs;ai_processing_runs;provider_call_attempts,createTask;getTaskProcessingState;transcribeTaskAudio,MAPPED,
PRD-NFR-001,"Data, audit & integrations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,outbox_events;processed_messages;api_idempotency_records;scheduled_job_runs;audit_log,API_POLICY:API_CONVENTIONS.md,MAPPED,
PRD-NFR-002,"Data, audit & integrations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,outbox_events;processed_messages;api_idempotency_records;scheduled_job_runs;audit_log,API_POLICY:API_CONVENTIONS.md,MAPPED,
PRD-NFR-003,"Data, audit & integrations",P0,GE-BOUNDARY,GAME_RULES_FINAL.md,no new Stage-7 numerical rule; owning stage remains authoritative,outbox_events;processed_messages;api_idempotency_records;scheduled_job_runs;audit_log,API_POLICY:API_CONVENTIONS.md,MAPPED,
PRD-ACH-002,Achievements & collection,P0_BASELINE_DEFERRED_FREEZE,GE-ACH,ACHIEVEMENT_RULES.md,achievements.*,achievements;employee_achievements;cosmetics;employee_cosmetics;scores_ledger,listMyAchievements;getPersonalDashboard;listMyProgressEvents,MAPPED,
PRD-NFR-011,Non-functional requirements,P0,GE-IDEMPOTENCY,GAME_RULES_FINAL.md,recalculation.idempotency_required,outbox_events;processed_messages;api_idempotency_records;scheduled_job_runs;audit_log,API_POLICY:API_CONVENTIONS.md,MAPPED,
